TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,PreviousTransactionDate,is_weekend,TransactionType,Location,Channel,CustomerOccupation,Target
23.7,46.0,32.0,1.0,7947.439999999999,2023-10-26 17:51:32,2024-11-04 08:11:44,WeekDays,Debit,San Francisco,ATM,Doctor,0
49.59,48.0,147.0,1.0,6037.03,2023-08-25 16:45:20,2024-11-04 08:09:56,WeekEnds,Debit,Boston,Branch,Engineer,0
720.13,22.0,96.0,1.0,387.02,2023-02-14 17:58:31,2024-11-04 08:07:31,WeekDays,Credit,Omaha,ATM,Student,0
134.92,19.0,101.0,1.0,1081.97,2023-10-31 16:46:18,2024-11-04 08:09:40,WeekDays,Debit,Los Angeles,Online,Student,1
116.97,18.0,299.0,1.0,729.7,2023-07-12 16:52:54,2024-11-04 08:08:24,WeekDays,Debit,Oklahoma City,ATM,Student,1
11.06,34.0,13.0,1.122664500406174,2782.21,2023-11-01 17:59:04,2024-11-04 08:07:08,WeekDays,Debit,Colorado Springs,ATM,Engineer,0
88.29,50.0,287.0,1.0,5245.93,2023-01-20 16:46:06,2024-11-04 08:09:17,WeekEnds,Credit,Houston,Online,Engineer,1
5.81,25.0,222.0,1.0,1290.95,2023-06-23 17:36:28,2024-11-04 08:08:02,WeekEnds,Debit,Houston,ATM,Student,0
103.48,32.0,33.0,1.0,6494.25,2023-01-30 16:04:17,2024-11-04 08:09:34,WeekDays,Debit,Baltimore,ATM,Engineer,0
156.74,70.0,136.0,1.0,4004.35,2023-02-24 18:22:31,2024-11-04 08:08:30,WeekEnds,Debit,Oklahoma City,ATM,Retired,1
505.14,68.0,179.0,1.0,2525.47,2023-01-03 17:33:54,2024-11-04 08:11:16,WeekDays,Debit,Portland,ATM,Retired,1
31.060000000000002,46.0,61.00000000000001,1.0,11014.25,2023-11-20 16:59:13,2024-11-04 08:07:24,WeekDays,Debit,Kansas City,ATM,Doctor,0
7.610000000000001,50.0,163.0,1.0,6275.0,2023-09-21 18:13:38,2024-11-04 08:08:10,WeekDays,Debit,Atlanta,ATM,Doctor,1
276.16,53.0,71.0,1.0,1733.34,2023-02-13 16:14:17,2024-11-04 08:11:57,WeekDays,Credit,Portland,ATM,Retired,1
145.77,68.0,237.0,1.0,5294.98,2023-04-05 16:08:13,2024-11-04 08:11:25,WeekDays,Debit,Memphis,ATM,Retired,1
369.44,34.0,18.999999999999996,1.0,5018.67,2023-11-20 17:11:02,2024-11-04 08:08:32,WeekDays,Debit,Detroit,Online,Engineer,0
558.86,60.0,95.0,1.0,9844.32,2023-03-15 17:27:37,2024-11-04 08:11:19,WeekDays,Debit,Austin,ATM,Doctor,1
429.15,26.0,218.0,1.0,712.1299999999999,2023-03-09 16:21:09,2024-11-04 08:11:30,WeekDays,Debit,Las Vegas,Branch,Student,0
36.74,33.0,133.0,1.0,6217.58,2023-02-06 17:21:37,2024-11-04 08:07:57,WeekDays,Debit,Tucson,Branch,Doctor,0
79.14,57.0,22.0,1.0,2229.56,2023-04-12 17:21:31,2024-11-04 08:08:52,WeekDays,Credit,Portland,Online,Retired,1
132.48,36.0,101.0,1.0,9313.05,2023-08-09 18:38:49,2024-11-04 08:07:12,WeekDays,Debit,Charlotte,Branch,Engineer,0
136.48,52.0,138.0,1.122664500406174,4618.53,2023-08-14 16:46:26,2024-11-04 08:09:36,WeekDays,Debit,Charlotte,Online,Engineer,1
203.76,55.0,37.0,1.0,6747.16,2023-10-02 16:33:09,2024-11-04 08:09:45,WeekDays,Debit,Colorado Springs,Branch,Retired,1
750.95,78.0,26.999999999999996,1.0,5134.37,2023-09-08 18:16:31,2024-11-04 08:11:09,WeekEnds,Debit,Chicago,Branch,Retired,1
0.84,52.0,30.999999999999996,1.0,2207.54,2024-01-01 16:45:56,2024-11-04 08:07:14,WeekDays,Debit,Austin,ATM,Engineer,1
257.18,67.0,28.0,1.0,13336.15,2023-07-10 17:00:03,2024-11-04 08:10:15,WeekDays,Debit,Los Angeles,Online,Doctor,1
767.66,63.0,155.0,1.0,1801.69,2023-05-08 17:44:34,2024-11-04 08:12:04,WeekDays,Debit,San Jose,ATM,Doctor,1
182.29,54.0,123.0,1.0,522.39,2023-05-10 16:55:57,2024-11-04 08:08:24,WeekDays,Debit,San Diego,Online,Doctor,1
184.51,54.0,118.0,1.0,9381.64,2023-09-04 16:34:53,2024-11-04 08:09:30,WeekDays,Credit,Portland,Online,Doctor,1
451.31,62.0,166.0,1.122664500406174,2963.29,2023-12-04 16:57:39,2024-11-04 08:07:38,WeekDays,Debit,Fort Worth,ATM,Retired,1
144.1,57.0,30.0,1.0,11523.64,2023-07-07 17:24:42,2024-11-04 08:10:03,WeekEnds,Debit,Chicago,Branch,Doctor,1
72.5,40.0,30.0,1.0,12723.62,2023-04-10 17:48:18,2024-11-04 08:11:48,WeekDays,Debit,Fort Worth,ATM,Doctor,0
74.11,69.0,71.0,1.122664500406174,3920.11,2023-09-08 16:09:45,2024-11-04 08:08:28,WeekEnds,Credit,Virginia Beach,Online,Retired,1
22.15,44.0,73.0,1.0,7451.83,2023-05-03 16:26:08,2024-11-04 08:11:03,WeekDays,Debit,Denver,Branch,Doctor,0
777.92,62.0,97.0,1.0,7061.58,2023-06-12 18:56:58,2024-11-04 08:09:32,WeekDays,Debit,Austin,Branch,Doctor,1
790.07,28.0,197.0,1.0,985.7700000000001,2023-05-26 17:32:29,2024-11-04 08:10:46,WeekEnds,Debit,Miami,Online,Student,0
767.41,56.0,26.999999999999996,1.0,12799.34,2023-09-07 16:28:19,2024-11-04 08:08:55,WeekDays,Debit,Fort Worth,ATM,Doctor,1
4.58,21.0,135.0,1.0,811.2399999999999,2023-10-19 16:13:30,2024-11-04 08:06:26,WeekDays,Credit,Atlanta,Online,Student,0
211.36,53.0,88.0,1.0,13273.08,2023-08-15 16:22:06,2024-11-04 08:07:29,WeekDays,Credit,Atlanta,Branch,Doctor,1
49.67,21.0,146.0,1.0,842.94,2023-02-20 18:48:52,2024-11-04 08:08:23,WeekDays,Debit,Atlanta,Online,Student,0
77.83,49.0,146.0,1.0,2471.53,2023-12-27 16:40:01,2024-11-04 08:10:31,WeekDays,Credit,Kansas City,Branch,Engineer,0
702.87,19.0,183.99999999999997,1.0,1237.5,2023-06-07 17:06:21,2024-11-04 08:11:14,WeekDays,Debit,Washington,ATM,Student,1
133.56,25.0,177.0,1.0,783.8299999999999,2023-01-24 18:43:06,2024-11-04 08:06:58,WeekDays,Debit,Albuquerque,Online,Student,0
868.05,49.0,119.0,1.0,3931.03,2023-01-12 16:35:36,2024-11-04 08:09:57,WeekDays,Credit,San Diego,Online,Engineer,0
52.87,24.0,70.0,1.0,960.96,2023-03-31 17:25:22,2024-11-04 08:11:49,WeekEnds,Debit,Indianapolis,Branch,Student,0
179.0,78.0,121.0,1.0,7310.88,2023-09-06 16:01:35,2024-11-04 08:10:18,WeekDays,Debit,Houston,ATM,Retired,1
211.36,73.0,37.0,1.0,1385.74,2023-06-12 16:25:21,2024-11-04 08:09:53,WeekDays,Credit,Philadelphia,Online,Retired,1
384.11,58.0,12.0,1.0,7902.5199999999995,2023-05-15 16:35:43,2024-11-04 08:06:36,WeekDays,Debit,Fort Worth,ATM,Retired,1
227.61,71.0,61.00000000000001,1.0,4405.28,2023-08-07 16:16:26,2024-11-04 08:07:41,WeekDays,Debit,Houston,Online,Retired,1
40.83,48.0,24.0,1.0,3944.12,2023-08-16 16:40:51,2024-11-04 08:12:04,WeekDays,Debit,Indianapolis,ATM,Engineer,0
484.24,67.0,77.0,1.0,8042.299999999999,2023-05-29 16:40:15,2024-11-04 08:06:44,WeekDays,Debit,Raleigh,Branch,Doctor,1
211.36,33.0,110.0,1.0,5531.93,2023-06-19 16:59:35,2024-11-04 08:06:25,WeekDays,Debit,Houston,Online,Doctor,0
301.47,21.0,291.0,1.0,560.73,2023-01-26 16:13:15,2024-11-04 08:09:25,WeekDays,Debit,Colorado Springs,Branch,Student,0
199.09,70.0,89.0,1.0,1658.52,2023-05-19 16:54:16,2024-11-04 08:08:46,WeekEnds,Debit,Detroit,Online,Doctor,1
515.94,29.0,37.0,1.0,1389.89,2023-12-22 16:42:33,2024-11-04 08:11:10,WeekEnds,Debit,San Francisco,ATM,Engineer,0
41.93,48.0,136.0,1.0,5081.26,2023-02-13 16:44:18,2024-11-04 08:06:24,WeekDays,Debit,Fresno,ATM,Engineer,0
137.84,27.0,112.0,1.0,1000.3500000000001,2023-11-13 16:03:01,2024-11-04 08:09:26,WeekDays,Debit,Omaha,ATM,Student,0
95.35,21.0,131.0,1.0,1639.9,2023-07-26 16:27:19,2024-11-04 08:07:22,WeekDays,Debit,Chicago,Online,Student,0
93.14,67.0,151.0,1.0,5473.82,2023-01-02 16:47:11,2024-11-04 08:07:53,WeekDays,Debit,Memphis,Online,Retired,1
211.36,64.0,159.0,1.0,1729.26,2023-01-24 17:26:34,2024-11-04 08:09:30,WeekDays,Debit,New York,Branch,Doctor,1
79.33,51.0,109.0,1.0,14798.1,2023-12-06 16:10:00,2024-11-04 08:07:06,WeekDays,Credit,Las Vegas,Online,Doctor,1
76.89,55.0,132.0,1.0,4734.110000000001,2023-05-10 17:49:57,2024-11-04 08:10:31,WeekDays,Debit,Chicago,ATM,Doctor,1
233.71,19.0,297.0,1.0,1231.98,2023-03-13 17:30:20,2024-11-04 08:12:09,WeekDays,Debit,Jacksonville,Online,Student,1
14.92,26.0,120.0,1.0,6611.26,2023-05-22 16:51:28,2024-11-04 08:07:33,WeekDays,Debit,Las Vegas,Branch,Engineer,0
242.17,60.0,147.0,1.0,883.7199999999999,2023-06-08 16:28:29,2024-11-04 08:10:41,WeekDays,Debit,Jacksonville,ATM,Doctor,1
122.98,79.0,228.0,1.0,5055.99,2023-07-24 16:15:58,2024-11-04 08:09:50,WeekDays,Debit,Jacksonville,Online,Retired,1
129.35,52.0,130.0,1.0,7166.88,2023-08-28 16:31:48,2024-11-04 08:09:41,WeekDays,Debit,Las Vegas,ATM,Engineer,1
138.33,21.0,69.00000000000001,1.0,232.56,2023-07-07 17:58:29,2024-11-04 08:09:17,WeekEnds,Debit,Dallas,Online,Student,0
39.31,25.0,178.0,1.0,1236.38,2023-10-30 17:24:55,2024-11-04 08:06:47,WeekDays,Debit,Portland,Online,Student,0
91.85,21.0,148.0,1.0,802.09,2023-10-16 16:50:31,2024-11-04 08:12:14,WeekDays,Debit,Seattle,Online,Student,0
277.7,58.0,107.0,1.0,1423.2,2023-06-22 16:38:46,2024-11-04 08:11:43,WeekDays,Debit,Nashville,Branch,Engineer,1
114.03,51.0,172.0,1.0,13388.56,2023-11-24 16:30:21,2024-11-04 08:11:42,WeekEnds,Debit,Portland,ATM,Doctor,1
302.63,27.0,10.0,1.0,2801.28,2023-02-28 17:24:26,2024-11-04 08:07:17,WeekDays,Credit,San Jose,Branch,Engineer,0
31.19,52.0,74.0,1.0,5545.96,2023-04-25 16:23:59,2024-11-04 08:09:33,WeekDays,Debit,Charlotte,ATM,Engineer,1
112.91,27.0,135.0,1.0,4764.48,2023-11-15 18:04:22,2024-11-04 08:09:36,WeekDays,Credit,Tucson,Online,Engineer,0
742.26,27.0,36.0,1.0,7868.189999999999,2023-06-20 17:04:02,2024-11-04 08:10:01,WeekDays,Debit,San Diego,Online,Engineer,0
256.8,26.0,80.0,1.0,1128.38,2023-02-24 16:49:51,2024-11-04 08:09:22,WeekEnds,Debit,Charlotte,ATM,Student,0
378.68,60.0,239.0,1.0,7627.04,2023-01-06 17:23:59,2024-11-04 08:07:11,WeekEnds,Debit,Fort Worth,ATM,Doctor,1
571.93,52.0,119.0,1.0,4026.0300000000007,2023-09-20 17:44:37,2024-11-04 08:06:42,WeekDays,Debit,Washington,Online,Retired,1
26.31,77.0,163.0,1.0,7095.76,2023-08-11 16:38:16,2024-11-04 08:06:54,WeekEnds,Credit,Austin,Online,Retired,1
205.58,20.0,112.0,1.0,1501.95,2023-08-16 17:49:13,2024-11-04 08:07:55,WeekDays,Debit,Portland,Online,Student,0
533.61,48.0,115.0,1.0,3656.93,2023-12-20 16:17:11,2024-11-04 08:11:43,WeekDays,Debit,Mesa,Online,Engineer,0
428.62,55.0,72.0,1.0,3473.24,2023-06-05 16:02:04,2024-11-04 08:10:24,WeekDays,Debit,Raleigh,Branch,Retired,1
361.22,64.0,167.0,1.0,7061.73,2023-04-17 17:58:55,2024-11-04 08:10:24,WeekDays,Debit,Raleigh,ATM,Retired,1
837.29,25.0,215.99999999999997,1.0,6012.67,2023-11-27 16:14:25,2024-11-04 08:07:12,WeekDays,Debit,Phoenix,Branch,Student,0
117.25,31.0,73.0,1.0,13694.68,2023-04-03 16:35:30,2024-11-04 08:08:29,WeekDays,Credit,Atlanta,Online,Doctor,0
135.27,48.0,131.0,1.0,9410.51,2023-08-10 16:16:41,2024-11-04 08:09:32,WeekDays,Debit,Atlanta,ATM,Doctor,0
185.1,53.0,22.999999999999996,1.0,6115.63,2023-08-08 16:21:01,2024-11-04 08:10:41,WeekDays,Debit,Albuquerque,Branch,Retired,1
113.54,38.0,273.0,1.0,5581.21,2023-09-22 16:42:46,2024-11-04 08:08:45,WeekEnds,Debit,Columbus,Online,Engineer,0
354.96,69.0,96.0,1.0,6712.94,2023-11-29 16:27:38,2024-11-04 08:08:19,WeekDays,Debit,Fort Worth,Online,Doctor,1
224.22,53.0,37.0,1.0,8400.87,2023-01-23 18:45:00,2024-11-04 08:12:18,WeekDays,Debit,Fresno,Branch,Doctor,1
737.1,60.0,91.99999999999999,1.0,4644.19,2023-07-19 16:11:01,2024-11-04 08:11:08,WeekDays,Debit,Washington,ATM,Retired,1
223.22,27.0,96.0,1.0,1734.22,2023-07-17 16:20:27,2024-11-04 08:08:15,WeekDays,Debit,Fort Worth,ATM,Student,0
557.26,69.0,53.00000000000001,1.0,5237.12,2023-10-04 17:06:57,2024-11-04 08:09:49,WeekDays,Debit,San Jose,ATM,Doctor,1
211.36,33.0,95.0,1.0,969.06,2023-02-27 16:18:28,2024-11-04 08:06:37,WeekDays,Debit,Memphis,Online,Engineer,0
27.44,62.0,164.0,1.0,5950.48,2023-11-06 17:23:43,2024-11-04 08:08:43,WeekDays,Debit,Boston,ATM,Retired,1
310.09,36.0,166.0,1.0,9962.5,2023-11-24 16:49:29,2024-11-04 08:10:52,WeekEnds,Debit,Detroit,Branch,Doctor,0
80.38,52.0,116.00000000000001,1.0,9662.88,2023-03-06 16:25:52,2024-11-04 08:09:54,WeekDays,Debit,Kansas City,Online,Doctor,1
26.1,66.0,115.0,1.0,5243.0,2023-12-01 17:45:05,2024-11-04 08:10:24,WeekEnds,Credit,Detroit,Branch,Doctor,1
845.14,73.0,183.0,1.0,1702.65,2023-01-09 16:21:35,2024-11-04 08:11:10,WeekDays,Credit,Oklahoma City,Branch,Retired,1
59.73,27.0,56.0,1.0,800.93,2023-05-22 16:38:39,2024-11-04 08:10:10,WeekDays,Debit,Fresno,ATM,Student,0
758.77,60.0,114.0,1.0,7231.47,2023-06-23 16:12:15,2024-11-04 08:08:24,WeekEnds,Debit,San Antonio,ATM,Engineer,1
301.51,22.0,284.0,1.0,1052.31,2023-02-24 16:33:33,2024-11-04 08:11:09,WeekEnds,Debit,Charlotte,ATM,Student,0
418.03,58.0,161.0,1.0,10721.29,2023-09-04 17:46:40,2024-11-04 08:08:43,WeekDays,Debit,Austin,ATM,Doctor,1
118.06,32.0,30.999999999999996,1.0,13560.63,2023-05-24 17:07:57,2024-11-04 08:07:10,WeekDays,Credit,Las Vegas,Branch,Doctor,0
483.92,70.0,115.0,1.0,3138.0,2023-10-16 18:57:30,2024-11-04 08:06:59,WeekDays,Debit,New York,ATM,Retired,1
78.93,38.0,145.0,1.0,9916.24,2023-02-17 16:41:31,2024-11-04 08:12:17,WeekEnds,Debit,Mesa,ATM,Doctor,0
36.63,75.0,261.0,1.0,7941.73,2023-05-04 17:02:55,2024-11-04 08:07:35,WeekDays,Debit,Miami,ATM,Retired,1
87.85,49.0,63.0,1.0,3753.2400000000002,2023-12-13 17:25:54,2024-11-04 08:07:16,WeekDays,Debit,Colorado Springs,Branch,Engineer,0
211.36,31.0,55.0,1.0,9733.83,2023-07-17 17:46:06,2024-11-04 08:11:43,WeekDays,Debit,Philadelphia,Online,Doctor,0
705.34,59.0,123.99999999999999,1.0,5003.22,2023-09-12 18:52:56,2024-11-04 08:12:18,WeekDays,Debit,Washington,Online,Doctor,1
146.55,54.0,123.99999999999999,1.122664500406174,4087.4400000000005,2023-08-03 18:35:54,2024-11-04 08:07:38,WeekDays,Debit,Virginia Beach,Online,Retired,1
116.89,71.0,226.0,1.0,4880.31,2023-11-20 16:31:15,2024-11-04 08:06:37,WeekDays,Debit,Columbus,Online,Retired,1
106.41,57.0,87.0,1.0,1310.38,2023-01-16 16:37:34,2024-11-04 08:07:01,WeekDays,Debit,Los Angeles,Branch,Retired,1
211.36,78.0,103.0,1.0,2513.51,2023-03-27 18:06:17,2024-11-04 08:12:04,WeekDays,Debit,Boston,ATM,Retired,1
584.41,23.0,41.0,1.0,4475.22,2023-01-02 16:51:47,2024-11-04 08:11:29,WeekDays,Debit,Las Vegas,ATM,Student,0
584.98,55.0,121.0,1.0,6521.05,2023-06-12 16:25:22,2024-11-04 08:07:59,WeekDays,Credit,Chicago,Branch,Retired,1
79.21,56.0,140.0,1.0,1615.04,2023-11-24 17:52:34,2024-11-04 08:07:01,WeekEnds,Debit,Colorado Springs,Branch,Retired,1
173.13,20.0,288.0,1.0,1490.34,2023-10-05 16:46:31,2024-11-04 08:07:24,WeekDays,Credit,Atlanta,Online,Student,0
335.7,80.0,57.0,1.0,6601.44,2023-01-30 17:47:41,2024-11-04 08:10:11,WeekDays,Debit,El Paso,ATM,Doctor,1
211.36,50.0,109.0,1.0,8611.17,2023-11-27 16:02:08,2024-11-04 08:11:41,WeekDays,Credit,Las Vegas,Online,Doctor,1
422.81,28.0,193.0,1.0,1929.2799999999997,2023-11-20 16:07:20,2024-11-04 08:10:28,WeekDays,Debit,Los Angeles,Branch,Student,0
135.43,57.0,91.99999999999999,1.0,5315.83,2023-10-06 16:14:51,2024-11-04 08:08:57,WeekEnds,Debit,San Jose,ATM,Retired,1
308.94,25.0,167.0,1.0,1931.6599999999999,2023-04-03 16:35:29,2024-11-04 08:07:47,WeekDays,Debit,Los Angeles,Online,Student,0
295.93,36.0,117.0,1.0,1050.63,2023-02-20 17:26:39,2024-11-04 08:09:56,WeekDays,Debit,Boston,Branch,Doctor,0
211.36,19.0,50.00000000000001,1.0,9963.39,2023-08-08 17:15:50,2024-11-04 08:09:45,WeekDays,Debit,Philadelphia,Online,Student,1
77.44,58.0,268.0,1.0,1950.63,2023-06-26 16:28:59,2024-11-04 08:10:59,WeekDays,Debit,Washington,Branch,Retired,1
92.5,40.0,70.0,1.0,6295.45,2023-09-25 16:22:10,2024-11-04 08:08:25,WeekDays,Credit,Seattle,Online,Engineer,0
97.74,41.0,137.0,1.0,4113.63,2023-09-04 16:46:29,2024-11-04 08:07:15,WeekDays,Credit,Los Angeles,Online,Engineer,0
291.68,21.0,90.0,1.0,1451.02,2023-08-07 18:07:57,2024-11-04 08:11:59,WeekDays,Debit,Columbus,ATM,Student,0
56.96,22.0,135.0,1.0,1597.85,2023-06-26 17:38:30,2024-11-04 08:07:18,WeekDays,Debit,Albuquerque,ATM,Student,0
436.8,27.0,91.99999999999999,1.0,1256.33,2023-07-03 16:15:11,2024-11-04 08:10:00,WeekDays,Debit,Seattle,Online,Student,0
259.49,72.0,292.0,1.0,7320.61,2023-06-09 16:31:56,2024-11-04 08:07:31,WeekEnds,Debit,Austin,Online,Retired,1
726.26,57.0,147.0,1.0,2150.38,2023-02-13 17:13:49,2024-11-04 08:06:49,WeekDays,Debit,Omaha,Online,Retired,1
568.68,72.0,101.0,1.0,2940.04,2023-04-25 18:47:16,2024-11-04 08:08:39,WeekDays,Debit,Houston,ATM,Retired,1
77.57,49.0,225.0,1.0,12801.93,2023-12-13 17:02:21,2024-11-04 08:07:54,WeekDays,Debit,Atlanta,Online,Doctor,0
211.36,29.0,40.0,1.0,4272.41,2023-05-22 17:45:50,2024-11-04 08:12:15,WeekDays,Debit,Boston,Online,Engineer,0
14.16,74.0,290.0,1.0,5399.76,2023-01-09 16:49:07,2024-11-04 08:10:20,WeekDays,Credit,Oklahoma City,Branch,Retired,1
211.36,61.0,48.0,1.0,2467.39,2023-07-14 17:44:23,2024-11-04 08:11:26,WeekEnds,Credit,Omaha,Branch,Retired,1
61.330000000000005,27.0,129.0,1.0,7537.400000000001,2023-09-20 18:18:00,2024-11-04 08:06:27,WeekDays,Debit,Raleigh,ATM,Engineer,0
27.64,54.0,22.999999999999996,1.0,7498.509999999999,2023-06-09 17:14:26,2024-11-04 08:08:22,WeekEnds,Debit,New York,Online,Engineer,1
3.85,29.0,32.0,1.0,10506.41,2023-04-17 16:27:27,2024-11-04 08:08:51,WeekDays,Debit,San Jose,ATM,Doctor,0
431.22,73.0,129.0,1.0,6505.98,2023-04-21 16:25:49,2024-11-04 08:07:30,WeekEnds,Credit,Austin,Branch,Retired,1
178.55,55.0,67.0,1.0,7568.400000000001,2023-12-15 16:16:30,2024-11-04 08:12:21,WeekEnds,Debit,Houston,Branch,Engineer,1
248.76,18.0,56.0,1.0,546.46,2023-05-24 16:12:18,2024-11-04 08:06:33,WeekDays,Debit,Denver,ATM,Student,1
76.16,23.0,99.0,1.0,1072.25,2023-11-21 16:45:29,2024-11-04 08:12:04,WeekDays,Debit,San Francisco,ATM,Student,0
347.25,69.0,250.0,1.0,7273.55,2023-01-30 18:49:52,2024-11-04 08:08:01,WeekDays,Debit,Indianapolis,ATM,Doctor,1
28.04,57.0,146.0,1.0,11197.54,2023-02-15 16:37:09,2024-11-04 08:12:17,WeekDays,Debit,Los Angeles,ATM,Doctor,1
325.98,19.0,277.0,1.0,782.35,2023-07-20 16:58:39,2024-11-04 08:08:23,WeekDays,Debit,Washington,ATM,Student,1
249.56000000000003,76.0,246.0,1.0,4444.95,2023-11-20 16:05:05,2024-11-04 08:11:08,WeekDays,Debit,New York,Branch,Retired,1
17.43,56.0,33.0,1.0,10658.88,2023-02-23 16:21:38,2024-11-04 08:08:36,WeekDays,Debit,Albuquerque,ATM,Doctor,1
198.01,26.0,40.0,1.0,250.93000000000004,2023-04-24 17:46:41,2024-11-04 08:10:09,WeekDays,Credit,Austin,Branch,Student,0
585.58,23.0,55.0,1.0,1729.02,2023-09-04 16:13:40,2024-11-04 08:09:16,WeekDays,Debit,Raleigh,Branch,Student,0
434.67,27.0,123.99999999999999,1.0,1298.13,2023-12-05 18:33:02,2024-11-04 08:10:09,WeekDays,Credit,Virginia Beach,Online,Student,0
510.7,27.0,294.0,1.0,5828.48,2023-06-07 16:35:27,2024-11-04 08:07:57,WeekDays,Credit,Nashville,Online,Student,0
331.98,74.0,12.0,1.0,7600.99,2023-08-28 16:40:01,2024-11-04 08:09:26,WeekDays,Debit,Denver,ATM,Retired,1
199.54,56.0,268.0,1.0,9603.73,2023-10-10 17:24:33,2024-11-04 08:10:49,WeekDays,Debit,Portland,Online,Engineer,1
212.97,59.0,178.0,1.0,4180.4,2023-11-14 16:56:34,2024-11-04 08:10:42,WeekDays,Debit,Atlanta,Online,Engineer,1
270.56,23.0,139.0,1.0,1268.44,2023-02-17 16:57:32,2024-11-04 08:08:05,WeekEnds,Debit,Philadelphia,Online,Student,0
306.37,26.0,120.0,1.0,9609.67,2023-06-27 18:26:08,2024-11-04 08:07:43,WeekDays,Debit,Colorado Springs,ATM,Engineer,0
643.02,38.0,85.0,1.0,11989.39,2023-10-02 17:47:19,2024-11-04 08:07:01,WeekDays,Credit,Detroit,ATM,Doctor,0
98.48,47.0,12.0,1.0,9538.92,2023-02-16 17:14:41,2024-11-04 08:11:29,WeekDays,Debit,Miami,Branch,Engineer,0
889.01,36.0,169.0,1.0,4826.88,2023-08-29 17:55:07,2024-11-04 08:11:23,WeekDays,Debit,Virginia Beach,Online,Engineer,0
537.86,27.0,134.0,1.0,293.06,2023-09-19 16:44:21,2024-11-04 08:09:27,WeekDays,Debit,Kansas City,Online,Student,0
241.18,25.0,162.0,1.0,1445.53,2023-05-30 18:29:15,2024-11-04 08:06:56,WeekDays,Debit,Mesa,ATM,Student,0
130.54,64.0,94.0,1.0,11204.62,2023-04-05 17:20:36,2024-11-04 08:09:50,WeekDays,Debit,Atlanta,ATM,Doctor,1
800.29,20.0,84.00000000000001,1.0,693.4,2023-12-04 16:25:27,2024-11-04 08:11:42,WeekDays,Credit,San Diego,Branch,Student,0
8.81,57.0,165.0,1.0,13523.65,2023-05-22 16:57:30,2024-11-04 08:09:40,WeekDays,Debit,Dallas,Online,Doctor,1
28.52,20.0,163.0,1.0,662.51,2023-06-02 16:54:12,2024-11-04 08:08:28,WeekEnds,Debit,Detroit,ATM,Student,0
431.31,23.0,99.0,1.0,342.73,2023-05-01 16:18:16,2024-11-04 08:09:29,WeekDays,Credit,Atlanta,Online,Student,0
885.33,47.0,59.00000000000001,1.0,7764.159999999999,2023-08-22 18:41:50,2024-11-04 08:10:03,WeekDays,Credit,Raleigh,ATM,Engineer,0
199.23,29.0,53.99999999999999,1.0,9834.0,2023-09-04 16:04:27,2024-11-04 08:07:46,WeekDays,Debit,Tucson,ATM,Engineer,0
42.26,44.0,171.0,1.0,268.77,2023-10-26 16:19:25,2024-11-04 08:09:35,WeekDays,Debit,Raleigh,ATM,Doctor,0
166.06,30.0,172.0,1.0,5397.68,2023-07-14 16:06:06,2024-11-04 08:07:04,WeekEnds,Debit,Indianapolis,ATM,Engineer,0
357.72,53.0,25.000000000000004,1.0,7659.500000000001,2023-08-07 17:29:48,2024-11-04 08:11:19,WeekDays,Debit,Miami,ATM,Retired,1
588.37,28.0,284.0,1.0,1926.0799999999997,2023-01-05 17:48:29,2024-11-04 08:07:39,WeekDays,Debit,Dallas,Online,Student,0
72.82,68.0,127.0,1.0,6911.62,2023-11-10 16:50:35,2024-11-04 08:06:49,WeekEnds,Debit,Houston,Online,Doctor,1
162.36,36.0,147.0,1.0,7527.040000000001,2023-11-22 16:10:32,2024-11-04 08:09:02,WeekDays,Debit,Tucson,Online,Engineer,0
584.82,43.0,109.0,1.0,12071.1,2023-10-17 16:11:26,2024-11-04 08:09:47,WeekDays,Credit,Nashville,Online,Doctor,0
38.15,72.0,129.0,1.0,1425.47,2023-10-06 16:37:16,2024-11-04 08:12:23,WeekEnds,Credit,Oklahoma City,Online,Retired,1
477.54,23.0,52.00000000000001,1.0,1598.63,2023-08-21 17:20:05,2024-11-04 08:06:48,WeekDays,Credit,San Francisco,ATM,Student,0
639.57,60.0,43.0,1.0,11726.47,2023-12-18 16:25:18,2024-11-04 08:12:02,WeekDays,Debit,Philadelphia,Branch,Doctor,1
58.23,28.0,34.0,1.0,9189.76,2023-07-26 17:25:23,2024-11-04 08:09:59,WeekDays,Debit,Phoenix,Online,Student,0
776.21,78.0,99.0,1.0,4895.87,2023-02-22 17:15:20,2024-11-04 08:06:38,WeekDays,Credit,Raleigh,Online,Retired,1
211.36,21.0,117.0,1.0,6178.77,2023-03-20 18:51:53,2024-11-04 08:09:07,WeekDays,Debit,Portland,Branch,Student,0
188.61,67.0,26.0,1.0,7167.57,2024-01-01 17:16:23,2024-11-04 08:06:23,WeekDays,Debit,Boston,Online,Retired,1
675.37,56.0,30.999999999999996,1.0,4704.91,2023-12-29 16:45:06,2024-11-04 08:11:11,WeekEnds,Credit,Jacksonville,Online,Retired,1
94.82,67.0,56.0,1.0,1267.72,2023-03-21 16:36:30,2024-11-04 08:12:17,WeekDays,Credit,Columbus,Branch,Retired,1
